event_id;external_contact_id;campaign_external_id;event_type;channel;occurred_at_utc
EV-00000138;CT-000737;MAR-0009;unsubscribe;sms;2026-03-30T05:57:55.526885Z
EV-00000789;CT-000525;MAR-0013;complaint;sms;2026-03-04T02:00:32.711440Z
EV-00000161;CT-000823;MAR-0006;bounce;email;2026-03-07T21:45:52.070012Z
EV-00000266;CT-000644;MAR-0009;bounce;sms;2026-03-26T15:33:24.956494Z
EV-00000560;CT-000862;MAR-0013;click;email;2026-03-24T19:24:26.855669Z
EV-00000488;CT-000542;MAR-0005;open;email;2026-03-07T09:37:59.821579Z
EV-00000370;CT-000622;MAR-0017;unsubscribe;sms;2026-03-10T03:13:31.453318Z
EV-00000122;CT-000322;MAR-0007;unsubscribe;sms;2026-03-14T12:19:41.380371Z
EV-00000174;CT-000739;MAR-0018;bounce;email;2026-04-02T11:54:18.359289Z
EV-00000394;CT-000085;MAR-0014;complaint;sms;2026-03-17T04:34:45.390082Z
EV-00000662;CT-000675;MAR-0001;bounce;sms;2026-03-30T04:38:10.230944Z
EV-00000382;CT-000399;MAR-0017;complaint;email;2026-03-14T21:18:39.695979Z
EV-00000741;CT-000326;MAR-0007;unsubscribe;sms;2026-04-01T04:55:09.192854Z
EV-00000345;CT-000761;MAR-0010;click;sms;2026-03-22T07:10:33.632238Z
EV-00000239;CT-000540;MAR-0018;complaint;sms;2026-03-21T07:34:41.767147Z
EV-00000606;CT-000572;MAR-0010;bounce;sms;2026-04-02T17:32:12.835014Z
EV-00000642;CT-000510;MAR-0009;open;sms;2026-03-22T01:40:08.998282Z
EV-00000200;CT-000453;MAR-0016;complaint;email;2026-03-28T00:30:26.747792Z
EV-00000896;CT-000776;MAR-0003;open;sms;2026-03-01T10:25:18.732618Z
EV-00000527;CT-000182;MAR-0009;click;email;2026-03-30T10:52:02.223192Z
EV-00000469;CT-000611;MAR-0004;click;email;2026-03-11T08:39:31.195230Z
EV-00000336;CT-000690;MAR-0018;unsubscribe;email;2026-03-14T02:37:33.893325Z
EV-00000522;CT-000472;MAR-0013;complaint;email;2026-03-26T14:53:29.552135Z
EV-00000584;CT-000272;MAR-0013;bounce;email;2026-03-05T20:42:33.466093Z
EV-00000714;CT-000038;MAR-0011;open;email;2026-03-18T15:36:00.285189Z
EV-00000693;CT-000646;MAR-0006;click;email;2026-03-28T10:43:22.188020Z
EV-00000474;CT-000898;MAR-0018;complaint;sms;2026-03-26T11:47:02.503286Z
EV-00000475;CT-000193;MAR-0004;unsubscribe;email;2026-03-11T05:53:59.480575Z
EV-00000723;CT-000583;MAR-0010;unsubscribe;sms;2026-03-03T17:43:19.665098Z
EV-00000337;CT-000483;MAR-0018;bounce;email;2026-03-09T01:56:35.090605Z
EV-00000718;CT-000501;MAR-0011;complaint;sms;2026-03-10T22:11:46.624115Z
EV-00000189;CT-000534;MAR-0015;complaint;email;2026-03-10T00:57:19.269786Z
EV-00000047;CT-000701;MAR-0002;complaint;sms;2026-04-01T08:59:24.659605Z
EV-00000101;CT-000788;MAR-0004;complaint;email;2026-03-16T09:26:57.985708Z
EV-00000321;CT-000119;MAR-0005;unsubscribe;email;2026-03-31T04:29:25.285532Z
EV-00000793;CT-000891;MAR-0010;click;email;2026-04-04T04:28:39.328576Z
EV-00000178;CT-000415;MAR-0004;complaint;sms;2026-03-02T19:31:41.613861Z
EV-00000468;CT-000115;MAR-0015;click;sms;2026-03-13T18:56:52.266036Z
EV-00000639;CT-000056;MAR-0011;click;sms;2026-03-24T11:32:32.107142Z
EV-00000596;CT-000734;MAR-0006;complaint;sms;2026-03-08T06:36:16.493824Z
EV-00000460;CT-000236;MAR-0005;click;email;2026-03-02T10:55:20.631193Z
EV-00000087;CT-000133;MAR-0002;open;email;2026-03-22T16:21:27.291836Z
EV-00000407;CT-000194;MAR-0005;bounce;sms;2026-03-27T05:41:56.451746Z
EV-00000194;CT-000624;MAR-0002;complaint;email;2026-04-04T20:20:25.765589Z
EV-00000299;CT-000002;MAR-0004;complaint;sms;2026-03-18T02:53:41.043560Z
EV-00000252;CT-000585;MAR-0014;complaint;email;2026-03-21T22:41:39.402332Z
EV-00000932;CT-000786;MAR-0018;unsubscribe;sms;2026-03-08T14:24:46.697958Z
EV-00000505;CT-000219;MAR-0014;complaint;sms;2026-03-18T20:24:49.753952Z
EV-00000347;CT-000268;MAR-0011;bounce;sms;2026-03-18T19:52:11.743693Z
EV-00000643;CT-000148;MAR-0005;click;email;2026-03-05T15:07:02.598842Z
EV-00000894;CT-000157;MAR-0011;open;sms;2026-03-25T22:21:30.832844Z
EV-00000230;CT-000812;MAR-0009;bounce;sms;2026-03-13T21:28:13.228372Z
EV-00000133;CT-000392;MAR-0007;complaint;sms;2026-03-09T06:14:33.838904Z
EV-00000417;CT-000520;MAR-0018;complaint;email;2026-03-05T01:44:57.778223Z
EV-00000546;CT-000134;MAR-0015;click;email;2026-03-05T00:37:31.708437Z
EV-00000839;CT-000328;MAR-0005;complaint;sms;2026-03-14T01:01:44.663546Z
EV-00000906;CT-000795;MAR-0012;unsubscribe;email;2026-03-06T14:36:27.900460Z
EV-00000551;CT-000272;MAR-0012;unsubscribe;sms;2026-03-28T16:14:03.334528Z
EV-00000496;CT-000233;MAR-0015;click;sms;2026-04-04T17:50:49.229192Z
EV-00000761;CT-000037;MAR-0005;bounce;email;2026-03-19T21:27:35.755381Z
EV-00000511;CT-000026;MAR-0017;bounce;email;2026-03-05T14:46:48.736685Z
EV-00000126;CT-000275;MAR-0004;complaint;sms;2026-03-25T23:31:38.593062Z
EV-00000904;CT-000560;MAR-0005;bounce;sms;2026-03-26T16:44:48.046686Z
EV-00000403;CT-000090;MAR-0017;bounce;email;2026-03-03T02:31:40.842991Z
EV-00000310;CT-000395;MAR-0014;unsubscribe;email;2026-03-20T21:23:26.577021Z
EV-00000384;CT-000883;MAR-0010;click;email;2026-03-24T03:52:10.514404Z
EV-00000119;CT-000485;MAR-0006;open;sms;2026-03-20T15:44:57.903724Z
EV-00000449;CT-000206;MAR-0012;complaint;sms;2026-03-19T17:52:33.572062Z
EV-00000785;CT-000541;MAR-0013;open;sms;2026-03-09T21:26:00.410518Z
EV-00000835;CT-000041;MAR-0010;open;email;2026-03-22T23:38:02.568136Z
EV-00000085;CT-000516;MAR-0001;bounce;email;2026-03-03T16:46:28.937771Z
EV-00000647;CT-000760;MAR-0001;click;sms;2026-03-08T15:09:28.272047Z
EV-00000362;CT-000523;MAR-0017;bounce;sms;2026-03-05T03:09:51.727534Z
EV-00000462;CT-000840;MAR-0007;unsubscribe;email;2026-03-13T08:17:04.467188Z
EV-00000326;CT-000135;MAR-0015;complaint;sms;2026-03-26T04:40:40.878025Z
EV-00000601;CT-000158;MAR-0008;complaint;sms;2026-03-05T17:48:00.553515Z
EV-00000595;CT-000202;MAR-0012;open;sms;2026-03-04T21:22:56.857584Z
EV-00000132;CT-000254;MAR-0007;unsubscribe;sms;2026-03-05T22:56:32.456734Z
EV-00000750;CT-000024;MAR-0014;bounce;email;2026-03-04T23:00:34.936486Z
EV-00000671;CT-000781;MAR-0008;click;email;2026-03-02T22:42:28.968312Z
EV-00000480;CT-000670;MAR-0003;click;sms;2026-03-11T19:50:28.543651Z
EV-00000410;CT-000799;MAR-0009;complaint;email;2026-03-01T09:13:56.188559Z
EV-00000740;CT-000632;MAR-0009;bounce;sms;2026-03-20T03:09:25.197672Z
EV-00000231;CT-000105;MAR-0017;unsubscribe;sms;2026-03-09T07:06:09.152771Z
EV-00000112;CT-000716;MAR-0004;unsubscribe;sms;2026-04-03T06:26:43.182020Z
EV-00000873;CT-000372;MAR-0005;bounce;email;2026-03-02T07:34:16.735795Z
EV-00000343;CT-000350;MAR-0018;unsubscribe;email;2026-03-29T21:43:56.613746Z
EV-00000349;CT-000762;MAR-0018;unsubscribe;sms;2026-03-20T13:27:44.478243Z
EV-00000005;CT-000371;MAR-0013;unsubscribe;sms;2026-03-31T18:00:26.765970Z
EV-00000423;CT-000742;MAR-0002;click;sms;2026-03-03T09:44:12.994671Z
EV-00000121;CT-000337;MAR-0016;open;sms;2026-04-03T07:10:20.549663Z
EV-00000060;CT-000405;MAR-0016;click;sms;2026-04-01T18:30:09.603581Z
EV-00000251;CT-000676;MAR-0001;complaint;sms;2026-03-04T22:25:14.196615Z
EV-00000062;CT-000828;MAR-0003;click;email;2026-03-01T22:59:44.102067Z
EV-00000872;CT-000390;MAR-0004;unsubscribe;sms;2026-03-24T08:30:47.983669Z
EV-00000078;CT-000340;MAR-0014;click;email;2026-04-03T14:49:54.867495Z
EV-00000329;CT-000420;MAR-0015;unsubscribe;email;2026-03-13T04:34:12.300689Z
EV-00000363;CT-000580;MAR-0008;click;sms;2026-03-28T06:48:59.539620Z
EV-00000221;CT-000262;MAR-0014;unsubscribe;sms;2026-04-02T11:29:33.213671Z
EV-00000213;CT-000287;MAR-0003;unsubscribe;sms;2026-03-19T16:15:46.669406Z
EV-00000479;CT-000779;MAR-0003;open;sms;2026-03-12T02:40:20.550267Z
EV-00000722;CT-000774;MAR-0005;complaint;sms;2026-03-01T15:45:32.178050Z
EV-00000847;CT-000718;MAR-0015;click;email;2026-03-27T07:59:24.598161Z
EV-00000734;CT-000880;MAR-0008;complaint;sms;2026-03-27T15:36:28.339001Z
EV-00000702;CT-000900;MAR-0013;bounce;email;2026-03-01T19:47:44.418898Z
EV-00000890;CT-000119;MAR-0014;open;sms;2026-03-09T21:05:02.210865Z
EV-00000201;CT-000905;MAR-0004;complaint;email;2026-03-25T13:17:33.534434Z
EV-00000485;CT-000807;MAR-0014;complaint;email;2026-03-01T10:44:38.237597Z
EV-00000184;CT-000812;MAR-0018;complaint;sms;2026-03-06T04:01:13.702325Z
EV-00000405;CT-000772;MAR-0009;open;email;2026-03-28T14:27:22.675349Z
EV-00000208;CT-000231;MAR-0013;click;sms;2026-03-30T06:38:31.936305Z
EV-00000162;CT-000010;MAR-0009;bounce;email;2026-03-14T02:46:10.656384Z
EV-00000726;CT-000677;MAR-0004;bounce;email;2026-03-27T00:33:32.050914Z
EV-00000150;CT-000794;MAR-0004;complaint;sms;2026-03-26T04:05:52.112835Z
EV-00000452;CT-000391;MAR-0004;unsubscribe;email;2026-03-02T20:23:28.349827Z
EV-00000116;CT-000654;MAR-0005;click;sms;2026-03-07T18:55:26.028774Z
EV-00000106;CT-000512;MAR-0007;open;email;2026-03-31T02:56:50.006807Z
EV-00000425;CT-000811;MAR-0012;open;sms;2026-03-30T13:07:34.293143Z
EV-00000229;CT-000837;MAR-0005;bounce;sms;2026-03-19T18:15:35.640084Z
EV-00000526;CT-000470;MAR-0016;complaint;email;2026-03-15T15:37:41.857141Z
EV-00000565;CT-000430;MAR-0002;click;email;2026-03-09T18:25:15.404682Z
EV-00000737;CT-000201;MAR-0016;complaint;sms;2026-03-22T19:43:51.051520Z
EV-00000653;CT-000770;MAR-0005;click;sms;2026-03-10T18:08:05.661469Z
EV-00000157;CT-000177;MAR-0018;complaint;sms;2026-03-18T19:31:32.179041Z
EV-00000803;CT-000703;MAR-0007;unsubscribe;email;2026-03-18T05:09:49.239177Z
EV-00000105;CT-000506;MAR-0011;open;email;2026-03-02T15:34:33.764214Z
EV-00000272;CT-000651;MAR-0009;open;sms;2026-03-23T07:04:32.407583Z
EV-00000774;CT-000895;MAR-0009;open;sms;2026-03-19T03:02:15.438235Z
EV-00000534;CT-000043;MAR-0001;click;email;2026-03-23T00:28:32.940388Z
EV-00000771;CT-000544;MAR-0001;complaint;sms;2026-03-18T10:42:14.519895Z
EV-00000369;CT-000391;MAR-0002;click;sms;2026-04-03T18:07:24.786309Z
EV-00000537;CT-000297;MAR-0016;open;sms;2026-03-07T02:36:28.199686Z
EV-00000260;CT-000228;MAR-0013;complaint;email;2026-03-17T03:20:35.452196Z
EV-00000842;CT-000222;MAR-0011;open;sms;2026-03-30T10:14:50.600024Z
EV-00000602;CT-000824;MAR-0001;open;sms;2026-04-03T23:22:24.642992Z
EV-00000749;CT-000414;MAR-0014;bounce;email;2026-03-03T01:49:34.022934Z
EV-00000533;CT-000485;MAR-0010;unsubscribe;sms;2026-03-29T00:10:30.772890Z
EV-00000899;CT-000489;MAR-0017;unsubscribe;sms;2026-03-05T02:31:04.197653Z
EV-00000199;CT-000875;MAR-0011;unsubscribe;sms;2026-03-10T22:29:35.909664Z
EV-00000225;CT-000202;MAR-0011;unsubscribe;email;2026-03-21T07:30:46.059551Z
EV-00000027;CT-000537;MAR-0003;complaint;email;2026-03-09T14:04:34.385667Z
EV-00000279;CT-000804;MAR-0009;click;sms;2026-03-20T17:49:29.173429Z
EV-00000399;CT-000260;MAR-0016;complaint;sms;2026-03-07T11:57:19.857395Z
EV-00000689;CT-000877;MAR-0016;unsubscribe;email;2026-04-02T08:16:04.854170Z
EV-00000442;CT-000187;MAR-0008;open;sms;2026-03-12T02:52:27.511269Z
EV-00000633;CT-000245;MAR-0013;open;email;2026-03-28T03:52:31.065998Z
EV-00000831;CT-000385;MAR-0007;bounce;email;2026-03-20T14:43:21.087886Z
EV-00000597;CT-000387;MAR-0016;unsubscribe;sms;2026-03-26T01:08:37.808461Z
EV-00000570;CT-000799;MAR-0008;complaint;sms;2026-03-13T06:46:26.375473Z
EV-00000854;CT-000343;MAR-0004;complaint;sms;2026-03-11T14:30:48.033073Z
EV-00000801;CT-000915;MAR-0008;complaint;sms;2026-03-27T08:27:17.369760Z
EV-00000573;CT-000663;MAR-0009;unsubscribe;email;2026-03-14T17:31:23.624408Z
EV-00000581;CT-000042;MAR-0017;complaint;sms;2026-03-31T00:21:40.525094Z
EV-00000850;CT-000439;MAR-0009;open;email;2026-04-03T13:17:58.120450Z
EV-00000695;CT-000075;MAR-0006;open;sms;2026-03-23T03:07:44.013983Z
EV-00000519;CT-000277;MAR-0018;bounce;sms;2026-03-01T19:17:30.381425Z
EV-00000164;CT-000357;MAR-0004;bounce;sms;2026-03-29T13:57:15.324413Z
EV-00000233;CT-000901;MAR-0007;open;email;2026-03-30T05:01:16.193693Z
EV-00000603;CT-000843;MAR-0015;unsubscribe;sms;2026-03-23T20:11:31.158406Z
EV-00000436;CT-000847;MAR-0008;unsubscribe;sms;2026-03-17T01:08:59.376281Z
EV-00000797;CT-000134;MAR-0011;unsubscribe;sms;2026-03-07T09:16:21.799767Z
EV-00000374;CT-000858;MAR-0018;unsubscribe;email;2026-03-02T19:33:05.878985Z
EV-00000541;CT-000128;MAR-0011;click;sms;2026-03-08T16:37:32.100850Z
EV-00000900;CT-000009;MAR-0009;complaint;email;2026-03-30T21:11:17.942180Z
EV-00000287;CT-000598;MAR-0003;bounce;email;2026-03-07T20:43:19.056658Z
EV-00000301;CT-000606;MAR-0006;bounce;email;2026-03-03T06:34:38.169961Z
EV-00000073;CT-000512;MAR-0015;open;sms;2026-03-16T12:17:12.669366Z
EV-00000743;CT-000327;MAR-0001;click;sms;2026-03-26T02:20:38.410782Z
EV-00000130;CT-000631;MAR-0001;open;sms;2026-03-11T08:18:49.823636Z
EV-00000482;CT-000060;MAR-0004;complaint;sms;2026-03-14T11:49:13.678838Z
EV-00000152;CT-000170;MAR-0017;bounce;email;2026-03-23T05:17:15.406016Z
EV-00000297;CT-000827;MAR-0004;click;email;2026-03-18T08:30:08.806314Z
EV-00000668;CT-000379;MAR-0008;unsubscribe;email;2026-03-27T22:24:48.475289Z
EV-00000871;CT-000016;MAR-0006;complaint;email;2026-03-10T05:46:35.902347Z
EV-00000190;CT-000675;MAR-0005;open;email;2026-03-29T08:37:09.403752Z
EV-00000720;CT-000455;MAR-0011;click;email;2026-03-11T12:21:43.067996Z
EV-00000820;CT-000790;MAR-0006;bounce;email;2026-04-05T00:35:11.477168Z
EV-00000203;CT-000373;MAR-0017;bounce;email;2026-03-28T07:14:51.664419Z
EV-00000070;CT-000911;MAR-0012;bounce;email;2026-03-28T06:11:46.177444Z
EV-00000227;CT-000403;MAR-0005;complaint;email;2026-03-14T12:13:53.574067Z
EV-00000117;CT-000270;MAR-0015;bounce;sms;2026-03-29T15:10:51.786652Z
EV-00000739;CT-000447;MAR-0013;unsubscribe;email;2026-03-17T05:43:10.797596Z
EV-00000048;CT-000439;MAR-0016;open;email;2026-03-11T18:43:51.667280Z
EV-00000156;CT-000819;MAR-0013;bounce;sms;2026-03-07T08:58:12.091490Z
EV-00000096;CT-000649;MAR-0011;complaint;sms;2026-03-22T02:47:14.819300Z
EV-00000261;CT-000849;MAR-0007;click;sms;2026-03-21T21:49:47.310196Z
EV-00000170;CT-000660;MAR-0015;bounce;sms;2026-03-31T06:55:21.433134Z
EV-00000484;CT-000696;MAR-0012;complaint;email;2026-03-26T03:01:17.304597Z
EV-00000168;CT-000156;MAR-0010;bounce;sms;2026-04-01T14:15:54.177299Z
EV-00000445;CT-000404;MAR-0005;click;email;2026-03-18T07:02:33.527036Z
EV-00000036;CT-000188;MAR-0005;unsubscribe;email;2026-03-19T20:38:51.559438Z
EV-00000728;CT-000533;MAR-0018;unsubscribe;email;2026-03-06T11:30:15.414035Z
EV-00000232;CT-000236;MAR-0014;bounce;email;2026-03-06T13:52:35.982386Z
EV-00000853;CT-000811;MAR-0010;complaint;sms;2026-03-25T07:19:05.961529Z
EV-00000667;CT-000491;MAR-0016;click;sms;2026-03-12T10:11:16.302425Z
EV-00000587;CT-000701;MAR-0011;complaint;email;2026-03-09T10:40:01.310060Z
EV-00000473;CT-000743;MAR-0004;complaint;email;2026-03-28T05:55:14.181866Z
EV-00000226;CT-000230;MAR-0007;unsubscribe;email;2026-03-27T16:00:02.775051Z
EV-00000188;CT-000127;MAR-0011;click;sms;2026-03-09T03:29:19.875508Z
EV-00000868;CT-000172;MAR-0016;complaint;email;2026-03-28T06:52:47.290006Z
EV-00000869;CT-000465;MAR-0012;open;email;2026-03-26T00:10:29.388233Z
EV-00000532;CT-000780;MAR-0001;complaint;email;2026-03-30T05:49:32.795873Z
EV-00000311;CT-000539;MAR-0014;bounce;sms;2026-03-15T14:43:55.564395Z
EV-00000730;CT-000740;MAR-0009;click;email;2026-03-21T14:03:47.618302Z
EV-00000735;CT-000447;MAR-0014;complaint;sms;2026-03-22T11:34:55.123307Z
EV-00000049;CT-000040;MAR-0006;complaint;sms;2026-03-04T14:27:37.291841Z
EV-00000664;CT-000541;MAR-0008;unsubscribe;email;2026-03-03T03:59:42.089055Z
EV-00000862;CT-000552;MAR-0012;bounce;email;2026-03-31T14:16:21.542448Z
EV-00000288;CT-000131;MAR-0007;unsubscribe;sms;2026-03-04T08:24:30.061211Z
EV-00000548;CT-000004;MAR-0013;bounce;email;2026-03-17T12:37:19.206412Z
EV-00000719;CT-000847;MAR-0017;open;email;2026-04-03T02:02:30.152411Z
EV-00000338;CT-000364;MAR-0003;complaint;sms;2026-03-09T00:21:31.078459Z
EV-00000141;CT-000766;MAR-0015;click;sms;2026-03-05T06:40:11.569642Z
EV-00000674;CT-000727;MAR-0003;unsubscribe;email;2026-03-29T08:43:38.842470Z
EV-00000553;CT-000503;MAR-0005;open;sms;2026-03-20T09:29:06.790288Z
EV-00000753;CT-000475;MAR-0008;bounce;email;2026-03-10T12:25:37.751860Z
EV-00000517;CT-000368;MAR-0013;open;sms;2026-03-14T17:29:15.670903Z
EV-00000790;CT-000905;MAR-0011;bounce;email;2026-03-19T12:34:35.030571Z
EV-00000050;CT-000003;MAR-0011;open;sms;2026-04-01T12:11:26.817609Z
EV-00000630;CT-000520;MAR-0004;unsubscribe;email;2026-03-29T21:41:31.962131Z
EV-00000080;CT-000226;MAR-0007;complaint;sms;2026-03-06T20:04:34.485952Z
EV-00000108;CT-000315;MAR-0003;complaint;email;2026-03-27T20:59:30.632433Z
EV-00000022;CT-000497;MAR-0013;open;email;2026-03-26T23:01:24.983316Z
EV-00000183;CT-000155;MAR-0010;unsubscribe;email;2026-03-16T05:52:11.784393Z
EV-00000158;CT-000450;MAR-0014;unsubscribe;email;2026-03-10T01:44:06.757500Z
EV-00000883;CT-000214;MAR-0007;complaint;sms;2026-03-26T00:02:46.299142Z
EV-00000663;CT-000588;MAR-0008;unsubscribe;email;2026-03-28T05:27:07.931424Z
EV-00000922;CT-000396;MAR-0016;bounce;sms;2026-03-11T18:37:38.434662Z
EV-00000770;CT-000662;MAR-0001;open;email;2026-04-01T02:50:23.158995Z
EV-00000921;CT-000370;MAR-0005;unsubscribe;email;2026-03-27T20:14:05.847653Z
EV-00000259;CT-000620;MAR-0004;open;email;2026-03-22T03:08:33.767488Z
EV-00000053;CT-000350;MAR-0002;open;sms;2026-03-13T11:31:46.487334Z
EV-00000245;CT-000774;MAR-0002;click;email;2026-03-11T10:07:10.340987Z
EV-00000782;CT-000248;MAR-0006;unsubscribe;sms;2026-03-11T13:22:47.015732Z
EV-00000046;CT-000402;MAR-0011;unsubscribe;email;2026-03-23T03:56:14.768215Z
EV-00000520;CT-000365;MAR-0004;complaint;email;2026-03-20T20:46:14.791105Z
EV-00000814;CT-000910;MAR-0003;click;email;2026-03-11T18:46:09.886628Z
EV-00000193;CT-000232;MAR-0014;bounce;sms;2026-03-17T00:57:54.513534Z
EV-00000528;CT-000080;MAR-0004;bounce;sms;2026-03-07T15:12:23.159899Z
EV-00000780;CT-000224;MAR-0017;unsubscribe;email;2026-03-31T22:09:37.598609Z
EV-00000612;CT-000589;MAR-0004;bounce;email;2026-03-27T19:00:52.142766Z
EV-00000758;CT-000768;MAR-0012;bounce;email;2026-03-17T13:27:12.005758Z
EV-00000246;CT-000234;MAR-0016;bounce;sms;2026-03-22T12:51:33.620678Z
EV-00000577;CT-000461;MAR-0011;open;sms;2026-03-07T06:31:11.560886Z
EV-00000585;CT-000824;MAR-0014;unsubscribe;email;2026-03-04T17:11:35.201015Z
EV-00000608;CT-000593;MAR-0007;click;sms;2026-04-02T02:04:26.969362Z
EV-00000255;CT-000183;MAR-0011;bounce;sms;2026-03-10T02:24:52.406210Z
EV-00000704;CT-000362;MAR-0012;unsubscribe;sms;2026-03-05T11:02:09.860105Z
EV-00000041;CT-000172;MAR-0010;complaint;sms;2026-03-06T11:48:51.372978Z
EV-00000852;CT-000012;MAR-0010;bounce;sms;2026-03-18T00:36:04.604727Z
EV-00000402;CT-000424;MAR-0008;open;email;2026-03-07T18:56:06.927557Z
EV-00000552;CT-000092;MAR-0016;bounce;email;2026-03-11T20:23:02.451659Z
EV-00000411;CT-000482;MAR-0013;click;sms;2026-03-18T07:29:55.227973Z
EV-00000815;CT-000204;MAR-0013;unsubscribe;email;2026-03-22T08:12:36.610192Z
EV-00000781;CT-000527;MAR-0008;open;sms;2026-03-05T15:40:06.105908Z
EV-00000521;CT-000778;MAR-0006;open;sms;2026-03-08T15:47:32.983783Z
EV-00000874;CT-000852;MAR-0003;unsubscribe;sms;2026-03-28T16:10:07.660512Z
EV-00000657;CT-000373;MAR-0003;unsubscribe;sms;2026-03-06T15:44:28.967087Z
EV-00000518;CT-000549;MAR-0007;bounce;sms;2026-03-11T20:02:38.075923Z
EV-00000420;CT-000441;MAR-0007;bounce;email;2026-03-21T04:02:39.603179Z
EV-00000618;CT-000881;MAR-0015;unsubscribe;sms;2026-03-20T01:37:28.984539Z
EV-00000026;CT-000380;MAR-0011;click;email;2026-03-05T04:45:16.874135Z
EV-00000151;CT-000897;MAR-0002;click;email;2026-03-04T04:33:16.491279Z
EV-00000841;CT-000447;MAR-0015;complaint;email;2026-03-02T04:16:18.995777Z
EV-00000215;CT-000643;MAR-0001;unsubscribe;sms;2026-03-11T13:11:51.906105Z
EV-00000845;CT-000019;MAR-0009;unsubscribe;sms;2026-03-05T09:49:44.159827Z
EV-00000911;CT-000342;MAR-0016;bounce;email;2026-03-27T21:21:46.641437Z
EV-00000550;CT-000291;MAR-0011;bounce;email;2026-03-22T18:21:23.778155Z
EV-00000634;CT-000772;MAR-0004;click;email;2026-03-28T13:23:19.183569Z
EV-00000640;CT-000209;MAR-0018;bounce;email;2026-03-28T16:32:48.146973Z
EV-00000456;CT-000900;MAR-0005;complaint;sms;2026-04-01T23:39:08.102604Z
EV-00000812;CT-000440;MAR-0004;unsubscribe;email;2026-03-02T08:12:22.936222Z
EV-00000219;CT-000830;MAR-0010;bounce;email;2026-03-15T11:27:34.213000Z
